ID1	ID2
74	34
74	27
74	14
75	1
75	46
75	6
75	26
75	33
76	5
76	45
76	47
76	56
76	20
77	3
77	25
77	35
77	75
78	3
78	53
78	10
78	11
78	57
79	23
79	59
79	20
79	30
80	36
80	46
80	3
80	1
81	4
81	20
81	25
81	64
82	75
82	62
82	16
82	17
82	66
83	10
83	25
83	3
83	54
83	77
84	31
84	40
84	1
84	67
84	83
85	2
85	76
85	3
85	7
85	28
86	28
86	59
86	5
86	49
86	85
87	10
87	14
87	29
87	64
87	86
88	13
88	18
88	1
88	24
88	25
89	1
89	32
89	41
89	77
89	6
90	16
90	35
90	3
90	26
91	4
91	7
91	17
91	87
91	18
92	4
92	46
92	49
92	12
92	16
93	15
93	42
93	75
93	64
93	69
94	15
94	22
94	44
94	3
94	27
95	36
95	42
95	69
95	24
96	18
96	1
96	23
96	47
96	64
97	3
97	23
97	24
97	36
97	69
98	1
98	74
98	2
98	34
98	37
99	17
99	7
99	44
99	86
100	23
100	36
100	14
100	22
100	35
101	1
101	2
101	6
101	11
101	83
102	13
102	4
102	46
102	52
102	67
103	26
103	46
103	32
103	36
103	42
104	10
104	4
104	12
104	69
105	3
105	13
105	15
105	18
105	28
106	31
106	27
106	28
106	64
106	12
107	3
107	15
107	39
107	41
107	59
108	49
108	24
108	25
108	98
108	19
109	46
109	64
109	106
109	72
109	2
110	20
110	108
110	1
110	51
110	36
111	16
111	47
111	11
111	70
111	81
112	2
112	6
112	13
112	26
112	42
113	2
113	32
113	46
113	3
113	23
114	16
114	19
114	78
114	1
114	11
115	23
115	39
115	48
115	35
115	67
116	25
116	40
116	30
116	86
116	5
117	64
117	6
117	36
117	79
117	7
118	50
118	86
118	112
118	2
118	42
119	18
119	31
119	43
119	5
119	59
120	16
120	29
120	55
120	106
120	15
121	1
121	5
121	54
121	50
121	25
122	8
122	15
122	20
122	73
122	112
123	4
123	24
123	69
123	91
123	30
124	98
124	6
124	3
124	13
124	26
125	71
125	81
125	51
125	119
125	16
126	23
126	54
126	82
126	2
126	11
127	12
127	1
127	34
127	40
127	63
128	39
128	48
128	4
128	11
128	12
129	3
129	5
129	22
129	42
129	113
130	4
130	28
130	24
130	3
130	110
131	20
131	70
131	79
131	98
131	27
132	5
132	25
132	8
132	12
133	7
133	20
133	39
133	47
133	17
134	3
134	66
134	8
134	18
135	10
135	59
135	73
135	14
135	20
136	6
136	123
136	4
136	13
136	52
137	29
137	41
137	44
137	135
137	3
138	44
138	39
138	35
138	37
138	65
139	12
139	28
139	51
139	7
139	24
140	17
140	32
140	47
140	49
140	63
141	2
141	10
141	67
141	101
141	1
142	2
142	15
142	7
142	38
142	101
143	27
143	106
143	25
143	67
143	100
144	2
144	7
144	41
144	100
144	1
145	18
145	65
145	6
145	4
146	2
146	3
146	5
146	46
146	25
147	2
147	13
147	20
147	51
147	69
148	52
148	18
148	43
148	54
148	86
149	3
149	7
149	1
149	24
149	68
150	6
150	54
150	17
150	118
150	30
151	25
151	46
151	49
151	80
151	7
152	127
152	64
152	86
152	140
152	5
153	23
153	136
153	14
153	5
153	39
154	6
154	64
154	10
154	23
154	25
155	1
155	100
155	11
155	22
155	33
156	71
156	3
156	23
156	147
156	1
157	17
157	56
157	4
157	24
157	1
158	7
158	30
158	103
158	23
158	104
159	2
159	5
159	22
159	62
159	82
160	7
160	45
160	126
160	159
160	21
161	1
161	34
161	62
161	47
161	49
162	3
162	7
162	102
162	106
162	144
163	20
163	25
163	48
163	68
163	86
164	8
164	112
164	136
164	3
164	35
165	26
165	35
165	106
165	130
165	44
166	33
166	12
166	18
166	45
166	95
167	8
167	94
167	6
167	105
167	2
168	151
168	157
168	39
168	79
168	48
169	101
169	5
169	11
169	20
169	85
170	41
170	153
170	4
170	36
170	100
171	4
171	93
171	63
171	140
171	12
172	33
172	101
172	156
172	5
172	14
173	6
173	12
173	127
173	23
173	121
174	43
174	4
174	115
174	136
174	35
175	30
175	20
175	75
175	133
175	48
176	12
176	32
176	69
176	40
176	88
177	116
177	26
177	24
177	48
177	8
178	44
178	47
178	1
178	25
178	17
179	2
179	40
179	140
179	145
179	112
180	34
180	49
180	25
180	28
180	98
181	146
181	67
181	7
181	8
181	33
182	89
182	167
182	2
182	135
182	171
183	17
183	29
183	171
183	69
183	115
184	99
184	41
184	73
184	29
184	92
185	7
185	15
185	136
185	28
185	39
186	16
186	82
186	2
186	18
186	110
187	8
187	10
187	17
187	115
187	177
188	35
188	5
188	8
188	16
188	20
189	88
189	176
189	40
189	122
189	169
190	1
190	64
190	35
190	60
190	2
191	7
191	4
191	155
191	14
191	5
192	14
192	18
192	7
192	82
192	179
193	135
193	2
193	46
193	51
193	53
194	25
194	63
194	88
194	100
194	28
195	58
195	108
195	110
195	112
195	145
196	36
196	98
196	168
196	8
196	73
197	24
197	26
197	32
197	56
197	140
198	5
198	58
198	154
198	187
198	4
199	12
199	30
199	72
199	17
199	54
200	5
200	113
200	10
200	44
200	2
201	3
201	35
201	18
201	21
202	6
202	27
202	61
202	176
202	16
203	7
203	37
203	49
203	70
203	176
204	137
204	135
204	36
204	58
204	48
205	124
205	136
205	2
205	4
205	67
206	3
206	193
206	52
206	149
206	6
207	69
207	65
207	94
207	194
207	15
208	12
208	18
208	20
208	5
208	7
209	16
209	136
209	7
209	140
209	15
210	30
210	2
210	3
210	5
210	146
211	202
211	4
211	180
211	61
211	103
212	4
212	12
212	5
212	15
212	25
213	1
213	13
213	28
213	102
213	66
214	3
214	91
214	156
214	25
214	176
215	2
215	34
215	96
215	156
215	192
216	41
216	189
216	3
216	51
216	5
217	15
217	52
217	67
217	128
217	209
218	4
218	36
218	69
218	179
218	12
219	128
219	14
219	20
219	88
219	19
220	12
220	211
220	28
220	175
220	31
221	5
221	10
221	105
221	150
221	22
222	117
222	5
222	6
222	46
222	160
223	49
223	52
223	75
223	116
223	144
224	17
224	31
224	150
224	79
224	19
225	14
225	3
225	30
225	208
226	85
226	13
226	135
226	119
226	224
227	109
227	34
227	135
227	40
227	78
228	48
228	180
228	19
228	117
228	3
229	5
229	91
229	113
229	225
229	169
230	2
230	40
230	46
230	96
230	160
231	75
231	52
231	220
231	33
231	139
232	2
232	92
232	109
232	114
232	155
233	12
233	26
233	36
233	190
233	128
234	68
234	20
234	42
234	61
234	92
235	224
235	18
235	115
235	86
235	5
236	137
236	5
236	81
236	161
236	11
237	2
237	18
237	144
237	7
237	31
238	1
238	75
238	150
238	3
238	6
239	28
239	67
239	111
239	21
239	38
240	18
240	31
240	148
240	90
240	65
241	14
241	84
241	54
241	69
241	28
242	5
242	33
242	188
242	1
242	64
243	14
243	5
243	24
243	157
243	20
244	41
244	22
244	30
244	10
244	11
245	7
245	113
245	239
245	48
245	59
246	161
246	4
246	82
246	3
246	27
247	133
247	8
247	52
247	169
247	22
248	136
248	15
248	16
248	61
248	20
249	1
249	8
249	20
249	227
249	106
250	4
250	127
250	165
250	175
250	10
251	92
251	40
251	41
251	147
251	73
252	104
252	145
252	236
252	3
252	7
253	72
253	152
253	161
253	77
253	156
254	10
254	237
254	175
254	5
254	38
255	29
255	93
255	148
255	189
255	7
256	66
256	50
256	67
256	29
256	38
257	29
257	30
257	44
257	92
257	3
258	1
258	220
258	90
258	130
258	46
259	14
259	51
259	86
259	139
259	52
260	3
260	128
260	186
260	209
260	7
261	105
261	250
261	1
261	85
261	100
262	23
262	256
262	5
262	257
262	28
263	5
263	146
263	124
263	18
263	205
264	2
264	227
264	27
264	26
264	155
265	43
265	261
265	86
265	2
265	124
266	102
266	134
266	218
266	86
266	7
267	5
267	82
267	128
267	35
267	189
268	18
268	72
268	100
268	49
268	95
269	220
269	227
269	3
269	10
269	134
270	236
270	6
270	10
270	28
270	51
271	33
271	35
271	112
271	173
271	220
272	11
272	7
272	8
272	98
272	155
273	8
273	172
273	151
273	232
273	5
274	18
274	25
274	98
274	156
274	160
275	5
275	75
275	1
275	153
275	34
276	10
276	30
276	69
276	79
276	139
277	4
277	58
277	85
277	145
277	13
278	192
278	270
278	261
278	2
278	34
279	12
279	1
279	136
279	10
279	241
280	207
280	10
280	36
280	179
280	193
281	108
281	4
281	75
281	5
281	218
282	4
282	18
282	53
282	171
282	257
283	97
283	3
283	208
283	110
283	224
284	28
284	222
284	82
284	187
284	36
285	10
285	94
285	104
285	135
285	171
286	15
286	252
286	2
286	26
286	46
287	69
287	17
287	216
287	5
288	12
288	68
288	110
288	43
288	154
289	31
289	1
289	3
289	109
289	63
290	155
290	162
290	243
290	71
290	109
291	35
291	45
291	150
291	178
291	19
292	157
292	63
292	40
292	278
292	49
293	13
293	20
293	22
293	63
293	172
294	4
294	51
294	28
294	94
294	11
295	49
295	12
295	16
295	18
295	70
296	72
296	6
296	139
296	188
296	20
297	3
297	7
297	63
297	98
297	208
298	24
298	119
298	195
298	19
298	17
299	234
299	93
299	3
299	14
299	32
300	85
300	185
300	2
300	35
300	106
301	130
301	184
301	279
301	110
301	74
302	4
302	225
302	30
302	10
303	123
303	149
303	150
303	177
303	233
304	24
304	8
304	13
304	62
305	109
305	255
305	35
305	44
305	105
306	9
306	54
306	115
306	140
306	38
307	44
307	128
307	249
307	2
307	11
308	150
308	110
308	124
308	144
308	283
309	40
309	65
309	85
309	18
309	25
310	7
310	58
310	221
310	239
310	286
311	29
311	2
311	5
311	16
311	91
312	154
312	2
312	200
312	5
312	122
313	6
313	13
313	25
313	102
313	272
314	32
314	49
314	120
314	133
314	313
315	92
315	203
315	6
315	76
315	226
316	30
316	29
316	35
316	36
316	63
317	157
317	151
317	182
317	245
317	37
318	104
318	6
318	142
318	180
318	313
319	28
319	44
319	287
319	5
319	7
320	163
320	70
320	6
320	55
320	168
321	16
321	46
321	130
321	211
321	313
322	212
322	224
322	275
322	292
322	12
323	7
323	27
323	94
323	202
323	211
324	2
324	15
324	211
324	302
324	94
325	5
325	9
325	112
325	224
325	42
326	5
326	17
326	27
326	46
326	225
327	1
327	159
327	227
327	228
327	285
328	42
328	152
328	61
328	155
328	8
329	7
329	162
329	20
329	134
329	120
330	204
330	1
330	109
330	169
330	17
331	5
331	194
331	40
331	112
331	120
332	106
332	291
332	306
332	165
332	192
333	15
333	35
333	299
333	2
333	7
334	86
334	67
334	109
334	230
334	304
335	28
335	285
335	173
335	59
335	4
336	17
336	6
336	113
336	139
336	2
337	252
337	1
337	141
337	150
337	15
338	2
338	7
338	30
338	128
338	5
339	2
339	7
339	51
339	68
339	260
340	187
340	324
340	5
340	262
340	315
341	175
341	322
341	37
341	70
341	245
342	12
342	15
342	101
342	120
342	164
343	67
343	105
343	188
343	58
343	98
344	4
344	46
344	16
344	33
344	322
345	334
345	8
345	86
345	98
345	133
346	78
346	144
346	281
346	11
346	60
347	2
347	346
347	4
347	11
347	282
348	278
348	3
348	82
348	4
348	12
349	253
349	26
349	91
349	177
349	165
350	62
350	157
350	70
350	133
350	10
351	45
351	189
351	100
351	4
351	25
352	28
352	49
352	83
352	93
352	36
353	13
353	100
353	138
353	35
353	239
354	7
354	316
354	3
354	187
354	127
355	125
355	135
355	11
355	45
355	78
356	3
356	7
356	32
356	39
356	335
357	4
357	8
357	12
357	25
357	128
358	1
358	58
358	104
358	4
358	15
359	12
359	250
359	33
359	79
359	296
360	23
360	180
360	3
360	213
360	224
361	29
361	80
361	28
361	151
361	276
362	7
362	20
362	109
362	72
362	45
363	2
363	83
363	148
363	34
363	82
364	7
364	109
364	207
364	358
364	13
365	99
365	189
365	181
365	279
365	1
366	32
366	303
366	14
366	62
366	112
367	4
367	190
367	1
367	8
368	43
368	34
368	59
368	28
368	107
369	11
369	12
369	30
369	51
369	85
370	305
370	8
370	104
370	7
370	39
371	7
371	142
371	256
371	5
371	140
372	3
372	54
372	335
372	102
373	104
373	65
373	66
373	209
373	6
374	18
374	353
374	36
374	25
374	157
375	4
375	184
375	1
375	2
375	18
376	1
376	20
376	242
376	36
376	313
377	58
377	108
377	211
377	2
377	6
378	57
378	85
378	208
378	27
378	88
379	3
379	152
379	27
379	112
379	25
380	35
380	40
380	61
380	95
380	335
381	32
381	86
381	134
381	173
381	11
382	67
382	286
382	2
382	10
382	46
383	1
383	6
383	251
383	2
383	77
384	10
384	40
384	54
384	133
384	16
385	60
385	232
385	308
385	294
385	112
386	29
386	151
386	168
386	186
386	299
387	3
387	4
387	8
387	12
387	40
388	6
388	103
388	203
388	302
388	123
389	4
389	18
389	36
389	110
389	202
390	3
390	379
390	51
390	112
391	76
391	3
391	255
391	7
391	20
392	69
392	2
392	18
392	124
392	27
393	8
393	35
393	275
393	29
393	378
394	51
394	72
394	28
394	2
394	116
395	1
395	199
395	73
395	119
395	244
396	4
396	154
396	18
396	46
396	70
397	17
397	168
397	252
397	51
397	370
398	119
398	146
398	141
398	184
398	10
399	36
399	68
399	144
399	133
399	330
400	2
400	34
400	36
400	10
400	6
401	105
401	211
401	1
401	99
401	7
402	3
402	270
402	6
402	130
402	257
403	1
403	27
403	329
403	3
403	11
404	11
404	169
404	385
404	6
404	152
405	21
405	78
405	188
405	249
405	325
406	5
406	46
406	148
406	323
406	86
407	56
407	114
407	375
407	66
407	124
408	4
408	6
408	16
408	42
408	174
409	18
409	168
409	211
409	324
409	45
410	222
410	150
410	267
410	46
410	203
411	235
411	4
411	195
411	312
411	6
412	180
412	200
412	231
412	254
412	25
413	8
413	118
413	10
413	100
414	333
414	91
414	361
414	393
414	73
415	31
415	93
415	291
415	110
415	1
416	180
416	414
416	3
416	27
416	168
417	7
417	157
417	82
417	164
417	245
418	97
418	39
418	64
418	296
418	316
419	93
419	130
419	197
419	376
419	20
420	13
420	407
420	411
420	58
420	207
421	192
421	221
421	175
421	258
421	78
422	389
422	91
422	189
422	227
422	279
423	336
423	318
423	327
423	145
423	41
424	258
424	15
424	100
424	255
424	105
425	11
425	31
425	3
425	61
425	144
426	23
426	34
426	194
426	407
426	60
427	289
427	7
427	26
427	20
427	127
428	5
428	11
428	37
428	53
428	133
429	62
429	399
429	305
429	400
429	17
430	1
430	181
430	378
430	413
430	5
431	106
431	312
431	131
431	225
431	233
432	353
432	78
432	346
432	71
432	199
433	25
433	4
433	47
433	333
433	222
434	49
434	64
434	228
434	308
434	81
435	79
435	194
435	334
435	393
435	1
436	40
436	42
436	134
436	2
436	208
437	188
437	428
437	42
437	194
437	233
438	12
438	1
438	65
438	54
438	337
439	312
439	438
439	18
439	168
439	81
440	29
440	67
440	70
440	436
440	2
441	34
441	64
441	67
441	110
441	23
442	189
442	222
442	288
442	351
442	363
443	4
443	13
443	55
443	97
443	189
444	312
444	94
444	338
444	236
444	45
445	1
445	4
445	5
445	81
445	102
446	64
446	233
446	436
446	183
446	28
447	7
447	193
447	4
447	148
447	175
448	260
448	153
448	34
448	120
448	213
449	10
449	107
449	5
449	318
449	92
450	8
450	64
450	140
450	18
450	314
451	7
451	312
451	415
451	11
451	25
452	70
452	262
452	52
452	7
452	167
453	50
453	150
453	302
453	67
453	136
454	3
454	186
454	398
454	1
454	42
455	49
455	88
455	352
455	84
455	119
456	1
456	176
456	23
456	145
456	227
457	243
457	388
457	4
457	47
457	68
458	1
458	34
458	20
458	86
458	279
459	20
459	178
459	181
459	239
459	36
460	20
460	188
460	299
460	364
460	407
461	205
461	297
461	414
461	144
461	186
462	135
462	42
462	114
462	12
462	53
463	71
463	125
463	150
463	356
463	275
464	11
464	366
464	41
464	175
464	266
465	7
465	252
465	90
465	114
466	287
466	2
466	42
466	247
466	3
467	126
467	188
467	436
467	463
467	6
468	356
468	431
468	4
468	305
468	9
469	4
469	64
469	68
469	460
469	36
470	324
470	439
470	278
470	410
470	31
471	146
471	194
471	251
471	5
471	24
472	1
472	18
472	61
472	462
472	7
473	297
473	2
473	419
473	102
473	255
474	28
474	363
474	382
474	184
474	335
475	18
475	358
475	200
475	15
475	28
476	157
476	288
476	293
476	9
476	13
477	29
477	78
477	334
477	24
477	284
478	35
478	356
478	360
478	460
478	30
479	49
479	126
479	129
479	22
479	109
480	30
480	359
480	3
480	279
480	150
481	30
481	88
481	115
481	276
481	2
482	8
482	46
482	57
482	155
482	359
483	67
483	24
483	86
483	436
483	23
484	23
484	74
484	124
484	346
484	366
485	33
485	122
485	315
485	5
485	124
486	147
486	231
486	98
486	346
486	417
487	86
487	13
487	61
487	466
487	115
488	46
488	61
488	201
488	481
488	60
489	39
489	45
489	3
489	5
489	8
490	7
490	61
490	330
490	4
490	436
491	44
491	402
491	35
491	123
491	157
492	4
492	12
492	5
492	65
493	15
493	77
493	315
493	322
493	136
494	8
494	18
494	171
494	2
494	5
495	67
495	488
495	56
495	106
495	311
496	127
496	311
496	72
496	242
496	3
497	4
497	85
497	319
497	5
497	10
498	7
498	324
498	155
498	204
498	266
499	112
499	364
499	6
499	24
499	275
500	5
500	446
500	2
500	25
500	69
501	1
501	274
501	380
501	160
501	11
502	92
502	466
502	252
502	2
502	5
503	5
503	36
503	244
503	23
503	29
504	44
504	58
504	4
504	5
504	25
505	262
505	470
505	112
505	98
505	5
506	302
506	467
506	23
506	26
506	125
507	46
507	157
507	4
507	69
507	213
508	227
508	435
508	436
508	1
508	4
509	2
509	244
509	34
509	15
509	36
510	2
510	18
510	335
510	78
510	180
511	80
511	285
511	35
511	61
511	72
512	100
512	106
512	177
512	10
512	7
513	115
513	394
513	448
513	1
513	167
514	26
514	75
514	101
514	411
514	200
515	356
515	10
515	149
515	262
515	361
516	20
516	93
516	299
516	38
516	48
517	46
517	296
517	229
517	275
517	18
518	356
518	17
518	31
518	381
518	99
519	86
519	335
519	135
519	311
519	450
520	11
520	3
520	25
520	82
520	113
521	429
521	442
521	18
521	34
521	123
522	39
522	181
522	228
522	515
522	519
523	145
523	370
523	110
523	175
523	204
524	300
524	407
524	24
524	28
524	34
525	5
525	323
525	294
525	345
526	361
526	20
526	152
526	434
526	115
527	16
527	440
527	523
527	146
527	5
528	10
528	98
528	173
528	179
528	377
529	47
529	25
529	1
529	7
529	103
530	11
530	158
530	211
530	22
530	28
531	156
531	4
531	61
531	7
531	228
532	12
532	123
532	176
532	19
532	38
533	460
533	246
533	317
533	70
533	86
534	18
534	343
534	3
534	12
534	95
535	411
535	458
535	468
535	289
535	324
536	298
536	23
536	120
536	392
536	432
537	367
537	140
537	66
537	87
537	40
538	466
538	23
538	42
538	230
538	387
539	1
539	91
539	145
539	180
539	228
540	183
540	267
540	38
540	112
540	35
541	54
541	25
541	110
541	192
541	12
542	50
542	199
542	467
542	4
542	503
543	124
543	172
543	381
543	432
543	512
544	122
544	331
544	7
544	145
544	97
545	42
545	173
545	465
545	472
545	58
546	5
546	10
546	51
546	68
546	298
547	2
547	5
547	218
547	366
547	67
548	2
548	7
548	179
548	317
548	481
549	243
549	384
549	11
549	263
549	6
550	41
550	103
550	293
550	5
550	67
551	488
551	4
551	5
551	203
552	10
552	167
552	506
552	319
552	475
553	403
553	15
553	465
553	209
553	279
554	25
554	215
554	453
554	11
554	100
555	149
555	5
555	221
555	281
555	190
556	208
556	215
556	90
556	188
556	35
557	1
557	411
557	424
557	3
557	120
558	24
558	47
558	150
558	2
558	4
559	42
559	87
559	142
559	411
559	451
560	30
560	55
560	261
560	489
560	25
561	5
561	47
561	176
561	41
561	40
562	1
562	133
562	554
562	36
562	228
563	100
563	102
563	23
563	126
563	266
564	129
564	97
564	325
564	522
564	28
565	7
565	253
565	49
565	140
565	407
566	25
566	232
566	331
566	36
566	336
567	259
567	394
567	23
567	49
567	290
568	33
568	98
568	560
568	174
568	284
569	24
569	67
569	46
569	223
569	7
570	120
570	67
570	434
570	5
570	344
571	31
571	387
571	491
571	1
571	72
572	6
572	23
572	473
572	3
573	24
573	97
573	135
573	158
574	116
574	108
574	332
574	6
574	7
575	55
575	197
575	98
575	220
575	2
576	60
576	145
576	355
576	122
576	176
577	5
577	239
577	569
577	3
577	185
578	39
578	25
578	254
578	287
578	518
579	18
579	57
579	6
579	201
579	43
580	13
580	165
580	570
580	7
580	145
581	65
581	106
581	191
581	2
581	315
582	398
582	63
582	67
582	362
582	561
583	283
583	43
583	49
583	202
583	274
584	54
584	261
584	4
584	29
584	323
585	110
585	182
585	270
585	12
585	444
586	86
586	28
586	370
586	326
586	372
587	86
587	7
587	10
587	26
587	324
588	203
588	10
588	432
588	335
588	352
589	47
589	518
589	25
589	33
589	4
590	530
590	544
590	69
590	161
590	323
591	3
591	53
591	115
591	169
591	195
592	29
592	54
592	353
592	529
592	2
593	11
593	51
593	113
593	141
593	394
594	5
594	353
594	7
594	361
594	124
595	15
595	12
595	29
595	238
595	101
596	25
596	140
596	164
596	27
596	547
597	126
597	146
597	340
597	523
597	584
598	7
598	439
598	28
598	33
598	15
599	287
599	514
599	218
599	63
599	111
600	62
600	134
600	378
600	6
600	17
601	28
601	301
601	44
601	227
601	295
602	23
602	152
602	7
602	32
602	43
603	3
603	94
603	277
603	128
603	305
604	266
604	6
604	79
604	171
604	544
605	374
605	4
605	92
605	591
605	18
606	408
606	561
606	290
606	155
606	240
607	137
607	312
607	196
607	363
607	239
608	48
608	72
608	6
608	122
608	16
609	460
609	462
609	39
609	63
609	602
610	22
610	73
610	532
610	2
610	36
611	17
611	49
611	216
611	582
611	6
612	180
612	325
612	35
612	128
612	172
613	19
613	309
613	319
613	3
613	461
614	10
614	22
614	170
614	479
614	34
615	23
615	83
615	434
615	7
615	37
616	150
616	392
616	532
616	3
616	23
617	590
617	189
617	31
617	253
617	2
618	20
618	62
618	258
618	116
618	543
619	18
619	43
619	361
619	25
619	48
620	125
620	512
620	60
620	13
620	18
621	207
621	313
621	399
621	3
621	5
622	16
622	26
622	392
622	41
622	173
623	227
623	233
623	3
623	180
624	148
624	119
624	258
624	335
624	442
625	6
625	5
625	277
625	335
625	563
626	81
626	317
626	47
626	52
626	15
627	3
627	142
627	412
627	11
627	254
628	36
628	319
628	265
628	436
628	16
629	51
629	4
629	5
629	516
629	1
630	17
630	72
630	99
630	102
630	457
631	176
631	13
631	3
631	168
631	239
632	473
632	34
632	173
632	3
632	337
633	16
633	73
633	207
633	299
633	109
634	203
634	58
634	92
634	303
634	399
635	2
635	19
635	7
635	10
635	111
636	88
636	110
636	275
636	224
636	53
637	519
637	623
637	635
637	10
637	86
638	12
638	66
638	78
638	1
638	270
639	133
639	125
639	539
639	17
639	56
640	192
640	593
640	23
640	332
640	10
641	130
641	203
641	3
641	253
641	324
642	236
642	411
642	6
642	11
642	300
643	299
643	5
643	242
643	268
643	137
644	215
644	401
644	5
644	92
644	112
645	20
645	44
645	129
645	374
645	530
646	107
646	528
646	44
646	96
646	125
647	3
647	61
647	1
647	2
647	141
648	11
648	214
648	2
648	12
648	89
649	296
649	181
649	380
649	219
649	12
650	35
650	168
650	573
650	613
650	12
651	68
651	193
651	214
651	248
651	575
652	79
652	345
652	430
652	342
652	647
653	43
653	105
653	600
653	624
653	180
654	4
654	85
654	245
654	447
654	84
655	32
655	35
655	38
655	504
655	192
656	86
656	23
656	33
656	181
656	309
657	63
657	612
657	6
657	293
657	311
658	34
658	77
658	7
658	192
658	485
659	16
659	244
659	67
659	377
659	473
660	2
660	18
660	415
660	15
660	55
661	31
661	347
661	267
661	507
661	615
662	76
662	117
662	177
662	541
662	40
663	1
663	3
663	63
663	225
663	660
664	658
664	176
664	181
664	433
664	654
665	321
665	448
665	523
665	184
665	636
666	15
666	35
666	148
666	232
666	640
667	22
667	76
667	407
667	81
667	14
668	5
668	32
668	76
668	342
668	366
669	142
669	15
669	12
669	572
669	6
670	12
670	392
670	20
670	643
670	10
671	634
671	5
671	84
671	632
671	10
672	44
672	12
672	188
672	641
672	1
673	251
673	360
673	16
673	20
673	319
674	5
674	127
674	545
674	28
674	97
675	215
675	3
675	12
675	324
675	455
676	11
676	6
676	190
676	268
677	10
677	133
677	291
677	16
677	81
678	44
678	74
678	394
678	16
678	617
679	5
679	52
679	179
679	55
679	486
680	1
680	171
680	8
680	550
680	120
681	210
681	157
681	3
681	48
681	44
682	12
682	35
682	6
682	7
682	26
683	17
683	329
683	325
683	370
683	67
684	13
684	25
684	49
684	623
684	90
685	8
685	10
685	15
685	244
686	563
686	231
686	157
686	188
686	4
687	211
687	490
687	662
687	67
687	33
688	128
688	610
688	32
688	96
688	329
689	168
689	346
689	658
689	18
689	126
690	56
690	75
690	250
690	267
690	347
691	6
691	34
691	414
691	156
691	477
692	205
692	388
692	448
692	11
692	57
693	321
693	327
693	16
693	297
693	641
694	561
694	45
694	512
694	572
694	29
695	150
695	236
695	410
695	556
695	180
696	62
696	180
696	8
696	27
696	294
697	30
697	140
697	71
697	142
697	359
698	163
698	514
698	547
698	601
698	220
699	326
699	443
699	7
699	213
699	52
700	189
700	28
700	38
700	176
700	384
701	10
701	20
701	46
701	224
701	371
702	185
702	225
702	2
702	258
702	385
703	18
703	381
703	577
703	41
703	157
704	102
704	257
704	295
704	373
704	490
705	209
705	27
705	221
705	554
705	12
706	2
706	14
706	437
706	52
706	541
707	116
707	201
707	226
707	377
707	504
708	48
708	665
708	109
708	145
708	565
709	128
709	514
709	87
709	334
709	335
710	5
710	697
710	72
710	159
710	370
711	91
711	437
711	24
711	48
711	359
712	27
712	139
712	152
712	10
712	376
713	112
713	541
713	37
713	289
713	327
714	221
714	646
714	335
714	633
714	10
715	18
715	16
715	295
715	28
